,expense_per_sqft,gross_income_per_sqft,market_value_per_sqft,neighborhood,bbl
10654,10.27,30.3,132.96,UPPER WEST SIDE (79-96),1012480037
10655,11.78,26.59,112.63,UPPER WEST SIDE (59-79),1011850047
10682,10.56,28.65,139.43,UPPER WEST SIDE (79-96),1012500080
10700,9.27,25.22,142.67,UPPER WEST SIDE (79-96),1012170057
10702,10.14,29.33,139.7,UPPER WEST SIDE (79-96),1012530088
10704,11.81,37.1,190.18,MIDTOWN WEST,1012740016
10714,18.94,39.67,107.57,MIDTOWN EAST,1013470030
10724,15.68,42.44,155.12,MIDTOWN EAST,1013250043
10725,9.14,36.42,336.52,MIDTOWN EAST,1013500030
10727,13.11,38.64,176.35,MIDTOWN EAST,1013500040
10734,13.15,39.6,186.13,MIDTOWN EAST,1013400001
10754,9.97,32.56,204.58,MIDTOWN EAST,1013440020
10755,11.32,38.02,223.52,MIDTOWN EAST,1013230034
10767,10.58,35.49,184.12,UPPER EAST SIDE (59-79),1014400033
10774,11.64,38.36,320.64,MIDTOWN CBD,1013090008
10775,13.41,38.76,217.97,MIDTOWN CBD,1012980041
10780,10.91,42.52,193.57,UPPER EAST SIDE (59-79),1014650021
10781,12.12,30.19,244.44,UPPER EAST SIDE (59-79),1014390042
10782,11.76,34.66,139.45,MIDTOWN EAST,1013490035
10843,11.79,34.64,310.54,MIDTOWN EAST,1013690042
10844,12.45,38.95,321.59,UPPER EAST SIDE (59-79),1013770024
10854,10.64,39.35,287.45,UPPER EAST SIDE (59-79),1013810059
10859,10.06,35.36,334.57,UPPER EAST SIDE (59-79),1013810017
10865,4.01,37.38,255.42,UPPER EAST SIDE (59-79),1013830012
10871,9.27,33.34,50.76,UPPER EAST SIDE (59-79),1013830028
10875,10.82,44.01,237.31,UPPER EAST SIDE (59-79),1014390023
10900,12.75,36.37,72.45,UPPER EAST SIDE (59-79),1013880026
10908,7.7,31.85,119.84,UPPER EAST SIDE (79-96),1015440017
10917,12.58,43.26,184.01,UPPER EAST SIDE (59-79),1014450035
10920,11.43,43.5,289.36,UPPER EAST SIDE (59-79),1013920065
10927,12.96,34.04,349.04,UPPER EAST SIDE (59-79),1013930012
10934,14.5,45.65,157.19,UPPER EAST SIDE (59-79),1014290041
10938,11.22,40.75,123.69,UPPER EAST SIDE (59-79),1014040041
10949,7.98,37.57,199.44,UPPER EAST SIDE (59-79),1014520026
10992,13.61,35.73,201.81,UPPER EAST SIDE (59-79),1014310038
10995,11.67,38.81,261.76,UPPER EAST SIDE (59-79),1014290128
11001,15.58,39.88,245.24,UPPER EAST SIDE (59-79),1014310030
11006,10.48,31.94,343.63,UPPER EAST SIDE (79-96),1015090020
11015,12.16,42.81,197.85,MIDTOWN CBD,1013090041
11037,7.85,40.54,318.84,UPPER EAST SIDE (59-79),1014320034
11041,7.38,36.26,199.44,UPPER EAST SIDE (59-79),1014710041
11044,7.63,36.86,216.62,UPPER EAST SIDE (79-96),1015630037
11045,14.87,40.58,123.51,UPPER EAST SIDE (79-96),1015250033
11048,10.24,36.97,179.32,UPPER EAST SIDE (59-79),1014320015
11056,11.83,42.7,194.43,UPPER EAST SIDE (59-79),1014410035
11062,11.02,43.25,366.41,UPPER EAST SIDE (59-79),1014430030
11071,11.68,37.91,278.59,UPPER EAST SIDE (59-79),1014470040
11074,14.2,39.38,220.15,UPPER EAST SIDE (59-79),1014680032
11075,13.39,38.45,248.28,UPPER EAST SIDE (59-79),1014670021
11084,9.6,37.46,167.6,UPPER EAST SIDE (59-79),1014510008
11086,10.63,47.02,169.47,UPPER EAST SIDE (59-79),1014500017
11093,6.56,38.07,206.67,UPPER EAST SIDE (59-79),1014360046
11106,12.99,38.73,184.45,UPPER EAST SIDE (59-79),1014720006
11107,10.14,32.41,87.01,UPPER EAST SIDE (59-79),1014860049
11111,12.14,36.71,123.71,UPPER EAST SIDE (79-96),1015620019
11113,12.39,41.21,287.3,UPPER EAST SIDE (79-96),1015430002
11116,10.97,34.2,193.0,UPPER EAST SIDE (59-79),1014680037
11118,10.92,34.85,262.63,UPPER EAST SIDE (59-79),1014690031
11121,11.85,39.87,70.0,UPPER EAST SIDE (59-79),1014600022
11135,8.28,37.94,190.35,UPPER WEST SIDE (79-96),1012000011
11143,13.32,42.73,224.28,UPPER EAST SIDE (79-96),1015590019
11183,11.51,41.37,222.25,UPPER EAST SIDE (79-96),1015260045
11184,9.05,33.75,207.8,UPPER EAST SIDE (79-96),1015230034
11212,12.82,38.32,81.59,UPPER EAST SIDE (79-96),1015400037
11217,11.84,34.02,40.63,HARLEM-EAST,1016710031
11239,8.89,34.34,171.2,UPPER EAST SIDE (59-79),1014120029
11244,8.11,33.8,176.92,UPPER EAST SIDE (79-96),1015130045
11245,9.26,33.27,169.46,UPPER EAST SIDE (79-96),1015100063
11247,24.0,65.76,262.55,UPPER EAST SIDE (79-96),1015100048
11271,9.67,36.71,199.95,UPPER EAST SIDE (79-96),1015300019
11302,6.28,27.83,106.2,UPPER EAST SIDE (79-96),1015400003
11320,11.78,38.96,302.28,UPPER EAST SIDE (79-96),1015460043
11326,14.34,42.05,114.5,UPPER EAST SIDE (79-96),1015640005
11330,10.72,35.45,176.45,UPPER EAST SIDE (79-96),1015670037
11334,9.09,33.86,184.81,UPPER EAST SIDE (79-96),1015350015
11346,12.22,43.68,197.05,UPPER EAST SIDE (79-96),1015340030
11350,13.79,41.39,262.49,UPPER EAST SIDE (79-96),1015180047
11351,9.73,37.45,145.84,UPPER EAST SIDE (79-96),1015350040
11352,9.51,25.25,108.17,UPPER EAST SIDE (79-96),1015570017
11354,11.89,35.18,145.01,UPPER EAST SIDE (79-96),1015580013
11364,10.62,33.84,173.22,UPPER EAST SIDE (79-96),1015600014
11365,13.07,37.9,245.78,UPPER EAST SIDE (79-96),1015450020
11369,14.31,39.51,245.86,UPPER EAST SIDE (79-96),1015470046
11371,9.91,34.46,162.17,UPPER EAST SIDE (79-96),1015460045
11379,9.41,31.23,112.82,UPPER EAST SIDE (79-96),1015600031
11381,12.55,37.07,81.48,UPPER EAST SIDE (79-96),1015260019
11394,6.79,17.57,86.58,HARLEM-EAST,1016750011
11396,7.38,28.96,196.73,UPPER EAST SIDE (79-96),1015770045
11397,11.58,35.74,206.29,UPPER EAST SIDE (79-96),1015470037
11399,15.74,39.8,183.49,UPPER EAST SIDE (79-96),1015610013
11404,10.71,35.41,170.9,UPPER EAST SIDE (79-96),1015640037
11409,11.2,39.15,191.82,UPPER EAST SIDE (59-79),1014710003
11410,8.68,34.98,178.59,UPPER EAST SIDE (79-96),1015290015
11414,19.46,43.84,223.43,UPPER EAST SIDE (79-96),1015680037
11419,11.6,39.12,262.51,UPPER EAST SIDE (79-96),1015670007
11420,11.6,39.08,128.81,UPPER EAST SIDE (79-96),1015650005
11423,10.65,36.36,168.8,UPPER EAST SIDE (79-96),1015680043
11429,9.57,29.39,151.15,UPPER EAST SIDE (79-96),1015760037
11436,12.92,36.59,127.83,UPPER EAST SIDE (79-96),1015790041
11441,9.04,27.39,163.59,UPPER EAST SIDE (79-96),1015120012
11443,11.13,29.78,251.13,UPPER EAST SIDE (79-96),1015630004
11451,9.94,33.48,161.78,UPPER EAST SIDE (79-96),1015760049
11465,11.18,40.94,245.78,UPPER EAST SIDE (79-96),1015840041
11472,12.69,42.93,166.32,UPPER EAST SIDE (79-96),1015530024
11507,7.8,16.74,35.94,UPPER EAST SIDE (96-110),1016140058
11513,6.52,12.45,55.53,HARLEM-EAST,1016210022
11514,7.25,13.97,55.58,UPPER EAST SIDE (96-110),1016140014
11517,9.47,32.67,129.9,HARLEM-EAST,1016330020
11519,7.34,19.52,66.19,HARLEM-CENTRAL,1017680007
11524,6.5,12.67,124.01,HARLEM-CENTRAL,1017560030
11529,7.18,15.07,28.32,HARLEM-CENTRAL,1019200060
11530,5.9,10.14,30.2,HARLEM-CENTRAL,1017520070
11531,12.23,35.22,175.26,UPPER EAST SIDE (79-96),1015600009
11534,10.93,20.49,59.39,HARLEM-EAST,1016220037
11535,6.65,14.23,116.02,HARLEM-EAST,1017830005
11536,9.39,17.54,28.75,HARLEM-CENTRAL,1017250064
11537,8.01,16.65,38.47,HARLEM-CENTRAL,1017270018
11538,8.61,16.75,50.06,HARLEM-CENTRAL,1017280056
11543,10.68,26.88,49.22,HARLEM-CENTRAL,1017530027
11547,6.1,12.34,65.73,HARLEM-CENTRAL,1018310048
11557,6.8,14.33,42.11,HARLEM-CENTRAL,1019220009
11558,5.72,17.01,81.5,HARLEM-CENTRAL,1019280061
11562,7.62,15.37,136.97,HARLEM-CENTRAL,1019440036
11572,9.74,25.32,38.6,MANHATTAN VALLEY,1018420007
11575,13.1,31.74,134.17,MANHATTAN VALLEY,1018410055
11585,10.21,24.62,45.98,HARLEM-CENTRAL,1019220011
11593,7.91,16.41,49.68,HARLEM-CENTRAL,1019280029
11602,8.37,23.85,93.65,UPPER WEST SIDE (96-116),1018610060
11603,10.36,23.22,211.43,UPPER WEST SIDE (96-116),1018630052
11604,4.42,16.28,87.08,HARLEM-CENTRAL,1018250059
11613,9.19,17.96,41.79,WASHINGTON HEIGHTS UPPER,1021660007
11626,11.68,28.66,129.08,UPPER WEST SIDE (96-116),1018720043
11628,10.15,28.22,112.81,UPPER WEST SIDE (96-116),1018670070
11631,11.41,32.13,81.55,UPPER WEST SIDE (96-116),1018830011
11632,10.08,23.99,192.02,UPPER WEST SIDE (96-116),1018800025
11645,11.4,25.25,118.38,UPPER WEST SIDE (96-116),1018890063
11648,7.82,20.38,70.09,UPPER WEST SIDE (96-116),1018870040
11650,8.92,22.57,58.88,MANHATTAN VALLEY,1018390029
11666,9.32,24.85,114.76,UPPER WEST SIDE (96-116),1018950055
11676,7.75,19.93,169.43,UPPER WEST SIDE (96-116),1018780019
11677,6.31,20.56,64.51,MORNINGSIDE HEIGHTS,1019900029
11680,8.81,25.28,55.88,UPPER WEST SIDE (96-116),1018840048
11686,10.51,26.12,60.08,MORNINGSIDE HEIGHTS,1019900044
11687,8.87,16.99,64.56,UPPER WEST SIDE (96-116),1018950052
11694,8.39,18.81,46.71,UPPER WEST SIDE (96-116),1018960074
11698,8.4,20.47,55.09,HARLEM-CENTRAL,1019030062
11701,7.65,18.31,41.56,HARLEM-CENTRAL,1019120033
11702,10.93,23.0,55.73,HARLEM-WEST,1019660046
11705,6.77,14.39,31.58,HARLEM-CENTRAL,1018280038
11709,8.17,18.5,92.37,MORNINGSIDE HEIGHTS,1019630019
11713,7.93,17.25,60.3,HARLEM-CENTRAL,1017180037
11714,9.89,20.22,45.89,HARLEM-WEST,1019670067
11716,7.35,15.36,30.89,HARLEM-CENTRAL,1018210002
11729,6.53,15.82,34.49,HARLEM-WEST,1019880115
11731,6.6,15.59,41.79,HARLEM-CENTRAL,1019390063
11733,10.91,25.5,61.43,MORNINGSIDE HEIGHTS,1019760010
11735,9.63,21.57,113.8,MORNINGSIDE HEIGHTS,1019930086
11736,6.44,18.3,86.59,MORNINGSIDE HEIGHTS,1019940088
11738,5.87,13.48,35.98,HARLEM-UPPER,1020760010
11740,8.59,16.03,86.86,HARLEM-WEST,1019880096
11746,7.6,17.52,84.06,MORNINGSIDE HEIGHTS,1019930106
11751,8.21,19.19,70.23,HARLEM-WEST,1020020034
11752,8.63,19.29,42.54,HARLEM-WEST,1019690048
11754,8.1,18.63,36.68,HARLEM-WEST,1020020069
11758,6.64,13.4,32.11,HARLEM-CENTRAL,1020250061
11763,7.15,16.19,51.51,HARLEM-CENTRAL,1020060042
11764,6.4,15.0,116.99,HARLEM-CENTRAL,1020120041
11766,6.28,15.6,75.97,HARLEM-UPPER,1020750061
11769,11.34,20.02,56.25,HARLEM-CENTRAL,1020500100
11790,7.01,13.66,42.08,HARLEM-UPPER,1020900024
11792,6.32,15.7,74.73,WASHINGTON HEIGHTS LOWER,1021100007
11793,6.42,15.36,64.58,HARLEM-CENTRAL,1020540092
11799,5.74,11.19,41.75,HARLEM-UPPER,1020690011
11806,6.28,12.39,60.23,HARLEM-CENTRAL,1019410020
11812,6.78,16.21,93.6,HARLEM-CENTRAL,1020480044
11841,5.63,11.37,43.03,HARLEM-CENTRAL,1020450083
11846,5.21,13.12,50.48,HARLEM-CENTRAL,1020340064
11848,7.63,16.56,81.59,HARLEM-WEST,1020020055
11850,6.73,15.27,54.16,HARLEM-UPPER,1020880027
11857,6.23,14.87,42.13,WASHINGTON HEIGHTS LOWER,1021260049
11859,9.54,17.6,60.26,HARLEM-UPPER,1020630004
11860,8.77,17.5,38.5,WASHINGTON HEIGHTS LOWER,1021170034
11870,6.65,13.74,38.62,HARLEM-CENTRAL,1020320058
11874,7.85,15.36,38.29,WASHINGTON HEIGHTS LOWER,1021190058
11881,6.72,17.51,88.77,WASHINGTON HEIGHTS LOWER,1021110001
11882,7.82,17.93,50.07,WASHINGTON HEIGHTS LOWER,1021230101
11883,7.16,14.93,31.59,WASHINGTON HEIGHTS LOWER,1021330050
11884,6.49,14.55,26.39,WASHINGTON HEIGHTS LOWER,1021220088
11890,8.2,16.08,39.97,WASHINGTON HEIGHTS LOWER,1021340022
11892,7.44,15.1,73.05,HARLEM-UPPER,1020980013
11894,7.38,15.54,38.96,WASHINGTON HEIGHTS LOWER,1021370011
11900,5.85,11.95,28.13,WASHINGTON HEIGHTS LOWER,1021360090
11903,6.38,13.36,86.81,WASHINGTON HEIGHTS LOWER,1021390312
11904,6.35,14.41,61.35,WASHINGTON HEIGHTS LOWER,1021390551
11905,4.78,9.71,41.19,WASHINGTON HEIGHTS LOWER,1021390584
11909,5.03,13.57,60.22,WASHINGTON HEIGHTS LOWER,1021370157
11911,7.34,14.29,70.07,WASHINGTON HEIGHTS LOWER,1021440021
11913,7.52,13.67,106.11,WASHINGTON HEIGHTS UPPER,1021520036
11915,5.85,13.47,39.24,WASHINGTON HEIGHTS UPPER,1021550068
11917,7.71,13.23,35.08,WASHINGTON HEIGHTS UPPER,1021610064
11918,5.16,10.12,37.62,WASHINGTON HEIGHTS UPPER,1021700511
11920,7.8,20.36,80.06,INWOOD,1022260045
11925,6.77,14.75,32.06,WASHINGTON HEIGHTS UPPER,1021710020
11926,5.99,13.3,54.82,WASHINGTON HEIGHTS UPPER,1021700348
11927,6.42,13.36,60.29,WASHINGTON HEIGHTS UPPER,1021750170
11928,5.6,12.37,30.88,INWOOD,1022170007
11929,6.69,16.14,60.25,WASHINGTON HEIGHTS LOWER,1021330020
11930,7.82,16.69,67.05,WASHINGTON HEIGHTS UPPER,1021760026
11934,7.53,16.12,45.93,WASHINGTON HEIGHTS UPPER,1021550039
11938,8.21,16.73,82.2,WASHINGTON HEIGHTS UPPER,1021760009
11939,8.36,17.35,87.0,WASHINGTON HEIGHTS UPPER,1021790106
11941,6.41,16.05,75.67,WASHINGTON HEIGHTS UPPER,1021800406
11943,7.96,16.15,35.93,WASHINGTON HEIGHTS UPPER,1021790070
11945,7.2,17.23,48.22,WASHINGTON HEIGHTS UPPER,1021790201
11946,6.26,12.78,60.34,WASHINGTON HEIGHTS UPPER,1021670010
11947,8.48,16.24,38.43,WASHINGTON HEIGHTS LOWER,1021320035
11951,6.18,14.86,49.72,WASHINGTON HEIGHTS UPPER,1021710042
11952,4.32,12.24,69.11,WASHINGTON HEIGHTS UPPER,1021800474
11954,8.46,17.06,38.35,WASHINGTON HEIGHTS UPPER,1021700287
11955,6.03,11.98,70.19,WASHINGTON HEIGHTS UPPER,1021790269
11957,6.79,16.34,89.53,WASHINGTON HEIGHTS UPPER,1021800015
11959,6.96,15.01,50.09,WASHINGTON HEIGHTS UPPER,1021800182
11960,6.3,14.7,93.84,WASHINGTON HEIGHTS UPPER,1021790207
11961,7.39,15.71,35.14,WASHINGTON HEIGHTS UPPER,1021800150
11966,7.73,14.76,60.33,WASHINGTON HEIGHTS UPPER,1021700353
11970,6.09,13.92,81.57,INWOOD,1022500018
11975,8.1,17.03,60.31,INWOOD,1022480036
11977,8.32,14.94,86.84,INWOOD,1022180050
11978,8.92,17.14,50.4,INWOOD,1022390001
11981,8.14,15.96,41.76,INWOOD,1022340047
11992,5.78,14.88,74.56,INWOOD,1022500058
11994,7.73,15.01,41.74,INWOOD,1022400017
11995,6.1,14.79,89.7,INWOOD,1022430372
11998,6.86,13.94,32.23,WASHINGTON HEIGHTS UPPER,1021740236
11999,6.16,13.95,65.78,WASHINGTON HEIGHTS UPPER,1022460125
12001,5.79,16.04,41.75,INWOOD,1022350047
12004,7.53,16.47,60.32,INWOOD,1022150591
12006,8.12,13.49,27.99,MORRISANIA/LONGWOOD,2026680030
12007,7.68,12.85,40.48,MOTT HAVEN/PORT MORRIS,2022850009
12012,6.81,11.16,32.97,MORRISANIA/LONGWOOD,2023880030
12014,7.17,11.82,44.12,MELROSE/CONCOURSE,2024260004
12016,6.43,12.05,35.9,MORRISANIA/LONGWOOD,2026420070
12017,8.59,14.5,47.4,PARKCHESTER,2040160011
12018,7.73,12.0,32.94,MELROSE/CONCOURSE,2028400054
12020,5.19,7.69,42.46,MOUNT HOPE/MOUNT EDEN,2028360012
12022,5.61,7.7,23.97,HIGHBRIDGE/MORRIS HEIGHTS,2028790053
12028,5.67,10.57,31.49,HIGHBRIDGE/MORRIS HEIGHTS,2025090006
12034,7.92,12.87,33.51,MELROSE/CONCOURSE,2024570050
12038,6.95,11.29,54.65,MELROSE/CONCOURSE,2028160070
12040,5.95,11.45,40.43,MORRISANIA/LONGWOOD,2026620013
12048,7.24,11.31,23.65,MELROSE/CONCOURSE,2024590001
12050,6.91,10.5,23.63,MORRISANIA/LONGWOOD,2027280019
12051,5.6,9.4,58.37,MELROSE/CONCOURSE,2024740051
12061,4.71,9.53,43.25,MORRISANIA/LONGWOOD,2026850028
12068,7.77,13.83,33.52,MELROSE/CONCOURSE,2024330023
12069,6.36,12.89,52.35,CROTONA PARK,2030010007
12071,5.42,11.35,63.13,MOTT HAVEN/PORT MORRIS,2022670003
12078,6.84,12.46,20.2,HUNTS POINT,2027620163
12085,4.75,8.59,27.1,HUNTS POINT,2027630144
12087,9.97,16.64,55.46,MOUNT HOPE/MOUNT EDEN,2028890008
12094,4.21,11.23,65.33,MOUNT HOPE/MOUNT EDEN,2028330020
12097,5.79,10.74,44.44,BATHGATE,2030280029
12102,6.73,10.58,30.87,MOUNT HOPE/MOUNT EDEN,2028070041
12107,8.09,13.56,30.36,HIGHBRIDGE/MORRIS HEIGHTS,2028740014
12109,7.69,12.02,35.53,HIGHBRIDGE/MORRIS HEIGHTS,2025090048
12111,6.91,10.31,32.4,WESTCHESTER,2039730036
12115,4.13,8.61,21.32,MORRISANIA/LONGWOOD,2029710010
12118,5.57,9.34,64.27,EAST TREMONT,2029560014
12124,7.83,13.29,32.97,MORRISANIA/LONGWOOD,2023880029
12130,7.63,13.07,20.34,FORDHAM,2031580015
12137,4.72,9.83,34.44,MORRISANIA/LONGWOOD,2029940042
12138,8.14,13.62,35.1,BELMONT,2030900054
12147,7.57,12.39,27.09,FORDHAM,2031800016
12151,6.49,11.0,27.11,MOUNT HOPE/MOUNT EDEN,2028450007
12153,5.87,8.97,23.24,SOUNDVIEW,2037760044
12155,6.42,14.0,21.65,SOUNDVIEW,2037490001
12163,6.35,10.19,31.48,FORDHAM,2031590007
12164,6.93,13.48,44.27,BELMONT,2030590041
12165,6.58,10.26,32.12,MORRISANIA/LONGWOOD,2029800050
12166,7.35,13.05,45.37,FORDHAM,2031510026
12171,5.91,11.69,26.71,HIGHBRIDGE/MORRIS HEIGHTS,2028700040
12172,6.02,9.66,25.96,SOUNDVIEW,2037440070
12173,8.17,14.88,31.06,KINGSBRIDGE HTS/UNIV HTS,2032250001
12174,6.49,10.99,30.61,KINGSBRIDGE/JEROME PARK,2032500065
12178,4.76,8.21,20.0,KINGSBRIDGE/JEROME PARK,2032530054
12197,5.74,11.11,47.41,KINGSBRIDGE/JEROME PARK,2057030197
12202,6.08,11.38,33.53,BEDFORD PARK/NORWOOD,2033260032
12206,8.82,12.94,32.12,BATHGATE,2030310029
12209,5.16,11.22,52.05,BELMONT,2030760039
12218,4.75,10.34,27.13,BEDFORD PARK/NORWOOD,2033240013
12223,5.89,11.57,27.1,BEDFORD PARK/NORWOOD,2033040141
12225,6.23,10.19,35.84,BEDFORD PARK/NORWOOD,2033520061
12227,5.55,10.2,30.38,WOODLAWN,2033950047
12231,5.9,11.1,37.06,WOODLAWN,2033980072
12233,5.23,9.77,22.92,CASTLE HILL/UNIONPORT,2036720001
12248,7.34,14.46,31.92,EAST TREMONT,2040070001
12249,6.48,11.21,28.77,PARKCHESTER,2039270011
12250,6.99,13.39,54.43,EAST TREMONT,2031290018
12251,6.76,11.5,71.99,PARKCHESTER,2039230038
12252,6.11,10.56,34.64,SCHUYLERVILLE/PELHAM BAY,2041620032
12253,5.99,11.53,42.46,PELHAM PARKWAY SOUTH,2042220046
12254,5.46,11.01,25.8,MELROSE/CONCOURSE,2028410018
12257,8.44,15.17,26.3,WESTCHESTER,2039760049
12258,8.7,13.03,19.33,PELHAM PARKWAY SOUTH,2043180036
12262,5.74,11.63,32.82,PELHAM PARKWAY SOUTH,2043290012
12263,5.21,10.23,27.83,MORRIS PARK/VAN NEST,2042840020
12265,6.78,12.66,21.65,PELHAM PARKWAY SOUTH,2043200022
12266,7.3,14.37,28.82,MORRIS PARK/VAN NEST,2042850016
12268,6.19,10.13,27.49,PELHAM PARKWAY SOUTH,2042860004
12271,6.37,12.71,26.88,BRONXDALE,2044270007
12277,7.39,13.48,65.66,BELMONT,2031040001
12284,6.42,11.83,51.25,BRONXDALE,2043420010
12285,6.33,11.37,30.37,BEDFORD PARK/NORWOOD,2033280075
12286,5.78,12.22,58.19,BEDFORD PARK/NORWOOD,2033550090
12287,5.77,12.89,27.46,BRONXDALE,2045490006
12289,6.19,12.44,29.92,PELHAM PARKWAY NORTH,2044460031
12296,7.09,13.27,21.93,WILLIAMSBRIDGE,2048200012
12298,7.45,14.85,63.24,WAKEFIELD,2050460001
12299,7.92,13.07,19.17,SCHUYLERVILLE/PELHAM BAY,2042380027
12303,4.28,8.15,55.44,FIELDSTON,2058251554
12304,6.93,14.73,54.05,RIVERDALE,2059070352
12319,5.33,12.3,69.46,RIVERDALE,2059030283
12349,5.74,10.05,32.39,KINGSBRIDGE/JEROME PARK,2057040050
12357,5.91,12.47,69.33,KINGSBRIDGE/JEROME PARK,2032630185
12358,6.45,13.83,61.0,RIVERDALE,2059070348
12388,8.18,24.01,132.15,BOERUM HILL,3001870016
12395,5.82,11.22,113.4,DOWNTOWN-FULTON MALL,3001700015
12396,7.47,21.76,81.19,BROOKLYN HEIGHTS,3002160020
12400,8.94,23.73,111.34,BROOKLYN HEIGHTS,3002260031
12409,7.54,17.87,155.01,DOWNTOWN-FULTON MALL,3002710001
12410,9.07,19.3,83.68,PROSPECT HEIGHTS,3011730082
12419,7.34,15.37,49.84,BROOKLYN HEIGHTS,3002410011
12434,7.95,20.8,74.58,DOWNTOWN-FULTON FERRY,3000280005
12451,10.08,29.15,117.38,BROOKLYN HEIGHTS,3002510052
12454,8.92,27.39,163.93,BROOKLYN HEIGHTS,3002540071
12457,10.66,28.4,171.99,BROOKLYN HEIGHTS,3002620008
12470,8.84,17.93,75.04,CARROLL GARDENS,3004360026
12475,8.86,20.33,183.23,CARROLL GARDENS,3003490025
12476,13.87,28.43,92.92,GOWANUS,3004530035
12477,8.57,20.15,171.6,CARROLL GARDENS,3004590014
12482,6.77,16.51,29.66,SUNSET PARK,3007820044
12487,7.93,21.3,132.68,SUNSET PARK,3008160009
12488,5.47,13.56,72.59,SUNSET PARK,3008170003
12501,8.13,20.01,93.87,PROSPECT HEIGHTS,3011640035
12502,12.03,31.22,106.63,PARK SLOPE,3009460047
12507,4.94,19.98,143.75,GOWANUS,3004540013
12515,6.89,23.25,145.75,PARK SLOPE,3010900038
12517,8.94,21.76,77.2,PARK SLOPE SOUTH,3010350077
12520,10.62,26.98,99.42,PROSPECT HEIGHTS,3011580021
12523,6.36,18.82,90.76,CLINTON HILL,3019790015
12527,4.84,16.45,124.81,CROWN HEIGHTS,3011780067
12559,4.88,16.63,63.56,WYCKOFF HEIGHTS,3031760044
12561,4.81,16.72,166.46,PARK SLOPE,3010970034
12563,7.82,17.95,99.51,PARK SLOPE,3010970056
12564,5.78,22.58,132.24,PARK SLOPE,3011030054
12574,6.28,15.59,87.59,PARK SLOPE SOUTH,3011130079
12575,6.18,16.15,56.12,WINDSOR TERRACE,3011070021
12576,8.04,20.48,123.08,CROWN HEIGHTS,3011620011
12583,4.43,15.95,133.17,CLINTON HILL,3019790024
12591,8.41,19.96,92.94,PROSPECT HEIGHTS,3011660053
12593,6.12,20.5,43.76,CROWN HEIGHTS,3011800001
12603,7.06,20.83,102.92,PROSPECT HEIGHTS,3011760020
12607,8.27,18.18,134.46,CROWN HEIGHTS,3011620010
12613,7.8,21.5,99.35,PROSPECT HEIGHTS,3011760015
12616,6.64,20.84,55.97,FLATBUSH-LEFFERTS GARDEN,3050260100
12622,8.65,20.59,31.76,CROWN HEIGHTS,3011850052
12624,7.11,14.97,54.0,FLATBUSH-LEFFERTS GARDEN,3050260350
12628,9.13,17.56,53.78,CROWN HEIGHTS,3012230046
12631,9.57,20.14,15.56,BEDFORD STUYVESANT,3017690009
12634,6.21,14.16,60.41,CROWN HEIGHTS,3012000052
12638,9.5,16.95,22.46,CROWN HEIGHTS,3012120063
12644,6.65,14.0,72.08,CROWN HEIGHTS,3012540050
12650,6.28,14.7,40.16,CROWN HEIGHTS,3014070022
12651,5.09,12.13,26.98,CROWN HEIGHTS,3013040129
12652,5.41,14.52,47.24,CROWN HEIGHTS,3012210001
12653,6.46,11.02,26.83,FLATBUSH-LEFFERTS GARDEN,3013270072
12654,6.94,20.44,64.61,CROWN HEIGHTS,3012470011
12658,5.77,10.23,32.34,CROWN HEIGHTS,3013740011
12660,5.43,9.3,36.82,CROWN HEIGHTS,3013780060
12661,6.46,14.3,15.27,CROWN HEIGHTS,3013740033
12663,7.32,14.93,47.94,CROWN HEIGHTS,3013960061
12665,6.91,11.41,31.75,BROWNSVILLE,3035830019
12666,6.05,9.8,25.29,CROWN HEIGHTS,3014150075
12667,9.54,19.88,61.6,CROWN HEIGHTS,3013610061
12668,7.21,12.85,22.12,OCEAN HILL,3014330033
12670,5.46,11.06,30.33,OCEAN HILL,3015420001
12671,9.81,20.49,66.09,BUSHWICK,3032940042
12675,7.53,21.3,124.56,BEDFORD STUYVESANT,3016640026
12677,6.38,15.01,37.27,BEDFORD STUYVESANT,3018030079
12678,6.51,14.9,41.12,EAST NEW YORK,3041810020
12680,6.35,12.76,92.03,FORT GREENE,3020730035
12683,5.4,11.19,196.39,DOWNTOWN-METROTECH,3001480001
12684,4.84,17.23,117.94,BOERUM HILL,3004010041
12687,7.07,16.69,58.05,CLINTON HILL,3019600008
12688,8.37,19.31,48.9,CLINTON HILL,3019040053
12689,4.66,15.32,123.68,CLINTON HILL,3019320022
12690,8.92,19.68,57.59,WILLIAMSBURG-CENTRAL,3022390008
12701,6.94,17.66,100.5,FORT GREENE,3020730015
12709,4.48,9.22,34.07,WILLIAMSBURG-CENTRAL,3021860001
12720,8.98,19.55,199.74,CLINTON HILL,3019150063
12727,4.64,19.68,169.55,WILLIAMSBURG-NORTH,3023870002
12734,8.75,17.99,23.38,WILLIAMSBURG-EAST,3022730006
12752,7.08,19.06,86.45,WILLIAMSBURG-SOUTH,3024050024
12755,6.74,18.8,86.01,GREENPOINT,3025760042
12756,10.45,20.46,32.33,WILLIAMSBURG-EAST,3028850023
12757,6.14,16.46,18.79,WILLIAMSBURG-EAST,3028850032
12758,8.04,13.06,32.42,WILLIAMSBURG-EAST,3027910001
12763,5.15,11.58,18.69,BEDFORD STUYVESANT,3017760063
